"Range","REF","PropertyName","PropertyDescription","PropertyDescriptionShort","PropertyFilter","PropertyFilterShort","Source","SectorCount","PublicCount","Type","Subtype","Year","YearDesc","File","Field","DataType","DataTypeAlt","RecordFilterBy","Filter","FilterValue","Filter2","Filter2Value","Filter3","Filter3Value","Filter4","Filter4Value","Filter5","Filter5Value","ShouldBeNormalised","NormalisedLookup","CompoundFields","ReturnMultipleRecords","IgnoreMapping"
"LA","","AbsPersistent_Dis_Cohort_LA_Previous2_Num","LAPerformance AbsPersistent_Dis_Cohort_LA_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","LAPerformance","AbsPersistent_Dis_Cohort_LA_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"LA","","AbsPersistent_NDi_Cohort_LA_Previous2_Num","LAPerformance AbsPersistent_NDi_Cohort_LA_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","LAPerformance","AbsPersistent_NDi_Cohort_LA_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"LA","","AbsPersistent_SENEHC_Cohort_LA_Previous2_Num","LAPerformance AbsPersistent_SENEHC_Cohort_LA_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","LAPerformance","AbsPersistent_SENEHC_Cohort_LA_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"LA","","AbsPersistent_SENSup_Cohort_LA_Previous2_Num","LAPerformance AbsPersistent_SENSup_Cohort_LA_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","LAPerformance","AbsPersistent_SENSup_Cohort_LA_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"LA","","AbsPersistent_NoSEN_Cohort_LA_Previous2_Num","LAPerformance AbsPersistent_NoSEN_Cohort_LA_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","LAPerformance","AbsPersistent_NoSEN_Cohort_LA_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"LA","","AbsPersistent_EFL_Cohort_LA_Previous2_Num","LAPerformance AbsPersistent_EFL_Cohort_LA_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","LAPerformance","AbsPersistent_EFL_Cohort_LA_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"LA","","AbsPersistent_EAL_Cohort_LA_Previous2_Num","LAPerformance AbsPersistent_EAL_Cohort_LA_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","LAPerformance","AbsPersistent_EAL_Cohort_LA_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"LA","","AbsPersistent_NMo_Cohort_LA_Previous2_Num","LAPerformance AbsPersistent_NMo_Cohort_LA_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","LAPerformance","AbsPersistent_NMo_Cohort_LA_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"LA","","AbsPersistent_Mob_Cohort_LA_Previous2_Num","LAPerformance AbsPersistent_Mob_Cohort_LA_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","LAPerformance","AbsPersistent_Mob_Cohort_LA_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","",""," LA Core Subjects - Current (2025-26) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LA","","breakdown_topic","LASubjectEntries breakdown_topic","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","breakdown_topic","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","country_code","LASubjectEntries country_code","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","country_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","country_name","LASubjectEntries country_name","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","country_name","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","education_investment_area_flag","LASubjectEntries education_investment_area_flag","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","education_investment_area_flag","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","establishment_type_group","LASubjectEntries establishment_type_group","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","establishment_type_group","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","geographic_level","LASubjectEntries geographic_level","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","geographic_level","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","grade","LASubjectEntries grade","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","grade","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","la_name","LASubjectEntries la_name","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","la_name","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","new_la_code","LASubjectEntries new_la_code","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","new_la_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","number_achieving","LASubjectEntries number_achieving","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","number_achieving","double","number","new_la_code","","","","","","","","","","","No","","","",""
"LA","","old_la_code","LASubjectEntries old_la_code","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","old_la_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","percentage_achieving","LASubjectEntries percentage_achieving","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","percentage_achieving","double","number","new_la_code","","","","","","","","","","","No","","","",""
"LA","","priority_area_flag","LASubjectEntries priority_area_flag","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","priority_area_flag","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","qualification_type","LASubjectEntries qualification_type","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","qualification_type","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","region_code","LASubjectEntries region_code","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","region_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","region_name","LASubjectEntries region_name","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","region_name","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","sex","LASubjectEntries sex","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","sex","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","subject","LASubjectEntries subject","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","subject","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","time_identifier","LASubjectEntries time_identifier","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","time_identifier","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","time_period","LASubjectEntries time_period","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","time_period","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","version","LASubjectEntries version","","","","EES","","","KS2_Performance","SubjectEntries","2025-2026","Current","LASubjectEntries","version","string","text","new_la_code","","","","","","","","","","","No","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","",""," LA Core Subjects - Previous (2024-25) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LA","","breakdown_topic","LASubjectEntries breakdown_topic","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","breakdown_topic","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","country_code","LASubjectEntries country_code","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","country_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","country_name","LASubjectEntries country_name","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","country_name","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","education_investment_area_flag","LASubjectEntries education_investment_area_flag","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","education_investment_area_flag","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","establishment_type_group","LASubjectEntries establishment_type_group","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","establishment_type_group","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","geographic_level","LASubjectEntries geographic_level","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","geographic_level","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","grade","LASubjectEntries grade","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","grade","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","la_name","LASubjectEntries la_name","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","la_name","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","new_la_code","LASubjectEntries new_la_code","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","new_la_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","number_achieving","LASubjectEntries number_achieving","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","number_achieving","double","number","new_la_code","","","","","","","","","","","No","","","",""
"LA","","old_la_code","LASubjectEntries old_la_code","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","old_la_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","percentage_achieving","LASubjectEntries percentage_achieving","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","percentage_achieving","double","number","new_la_code","","","","","","","","","","","No","","","",""
"LA","","priority_area_flag","LASubjectEntries priority_area_flag","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","priority_area_flag","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","qualification_type","LASubjectEntries qualification_type","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","qualification_type","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","region_code","LASubjectEntries region_code","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","region_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","region_name","LASubjectEntries region_name","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","region_name","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","sex","LASubjectEntries sex","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","sex","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","subject","LASubjectEntries subject","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","subject","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","time_identifier","LASubjectEntries time_identifier","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","time_identifier","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","time_period","LASubjectEntries time_period","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","time_period","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","version","LASubjectEntries version","","","","EES","","","KS2_Performance","SubjectEntries","2024-2025","Previous","LASubjectEntries","version","string","text","new_la_code","","","","","","","","","","","No","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","",""," LA Core Subjects - Previous2 (2023-24) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LA","","breakdown_topic","LASubjectEntries breakdown_topic","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","breakdown_topic","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","country_code","LASubjectEntries country_code","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","country_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","country_name","LASubjectEntries country_name","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","country_name","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","education_investment_area_flag","LASubjectEntries education_investment_area_flag","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","education_investment_area_flag","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","establishment_type_group","LASubjectEntries establishment_type_group","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","establishment_type_group","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","geographic_level","LASubjectEntries geographic_level","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","geographic_level","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","grade","LASubjectEntries grade","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","grade","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","la_name","LASubjectEntries la_name","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","la_name","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","new_la_code","LASubjectEntries new_la_code","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","new_la_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","number_achieving","LASubjectEntries number_achieving","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","number_achieving","double","number","new_la_code","","","","","","","","","","","No","","","",""
"LA","","old_la_code","LASubjectEntries old_la_code","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","old_la_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","percentage_achieving","LASubjectEntries percentage_achieving","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","percentage_achieving","double","number","new_la_code","","","","","","","","","","","No","","","",""
"LA","","priority_area_flag","LASubjectEntries priority_area_flag","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","priority_area_flag","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","qualification_type","LASubjectEntries qualification_type","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","qualification_type","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","region_code","LASubjectEntries region_code","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","region_code","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","region_name","LASubjectEntries region_name","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","region_name","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","sex","LASubjectEntries sex","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","sex","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","subject","LASubjectEntries subject","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","subject","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","time_identifier","LASubjectEntries time_identifier","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","time_identifier","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","time_period","LASubjectEntries time_period","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","time_period","string","text","new_la_code","","","","","","","","","","","No","","","",""
"LA","","version","LASubjectEntries version","","","","EES","","","KS2_Performance","SubjectEntries","2023-2024","Previous2","LASubjectEntries","version","string","text","new_la_code","","","","","","","","","","","No","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","",""," Establishment Absence - Current (2025-26) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Establishment","","Id","EstablishmentAbsence Id","","","","EES","","","PupilAbsence","Absence","Current","Current","EstablishmentAbsence","Id","string","text","Id","","","","","","","","","","","No","","","",""
"Establishment","","LAId","EstablishmentAbsence LAId","","","","EES","","","PupilAbsence","Absence","Current","Current","EstablishmentAbsence","LAId","string","text","Id","","","","","","","","","","","No","","","",""
"Establishment","","LAName","EstablishmentAbsence LAName","","","","EES","","","PupilAbsence","Absence","Current","Current","EstablishmentAbsence","LAName","string","text","Id","","","","","","","","","","","No","","","",""
"Establishment","","RegionId","EstablishmentAbsence RegionId","","","","EES","","","PupilAbsence","Absence","Current","Current","EstablishmentAbsence","RegionId","string","text","Id","","","","","","","","","","","No","","","",""
"Establishment","","RegionName","EstablishmentAbsence RegionName","","","","EES","","","PupilAbsence","Absence","Current","Current","EstablishmentAbsence","RegionName","string","text","Id","","","","","","","","","","","No","","","",""
"Establishment","","Abs_Persistent_Est_Current_Pct","EstablishmentAbsence Abs_Persistent_Est_Current_Pct","","","","EES","","","PupilAbsence","Absence","2025-2026","Current","EstablishmentAbsence","Abs_Persistent_Est_Current_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"Establishment","","Abs_Tot_Est_Current_Pct","EstablishmentAbsence Abs_Tot_Est_Current_Pct","","","","EES","","","PupilAbsence","Absence","2025-2026","Current","EstablishmentAbsence","Abs_Tot_Est_Current_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"Establishment","","Auth_Tot_Est_Current_Pct","EstablishmentAbsence Auth_Tot_Est_Current_Pct","","","","EES","","","PupilAbsence","Absence","2025-2026","Current","EstablishmentAbsence","Auth_Tot_Est_Current_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"Establishment","","Auth_Tot_Est_Previous_Pct","EstablishmentAbsence Auth_Tot_Est_Previous_Pct","","","","EES","","","PupilAbsence","Absence","2024-2025","Previous","EstablishmentAbsence","Auth_Tot_Est_Current_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"Establishment","","Auth_Tot_Est_Previous2_Pct","EstablishmentAbsence Auth_Tot_Est_Previous2_Pct","","","","EES","","","PupilAbsence","Absence","2023-2024","Previous2","EstablishmentAbsence","Auth_Tot_Est_Current_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"Establishment","","UnAuth_Tot_Est_Current_Pct","EstablishmentAbsence UnAuth_Tot_Est_Current_Pct","","","","EES","","","PupilAbsence","Absence","2025-2026","Current","EstablishmentAbsence","UnAuth_Tot_Est_Current_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"Establishment","","UnAuth_Tot_Est_Previous_Pct","EstablishmentAbsence UnAuth_Tot_Est_Previous_Pct","","","","EES","","","PupilAbsence","Absence","2024-2025","Previous","EstablishmentAbsence","UnAuth_Tot_Est_Current_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"Establishment","","UnAuth_Tot_Est_Previous2_Pct","EstablishmentAbsence UnAuth_Tot_Est_Previous2_Pct","","","","EES","","","PupilAbsence","Absence","2023-2024","Previous2","EstablishmentAbsence","UnAuth_Tot_Est_Current_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","",""," Establishment Absence - Previous (2024-25) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Establishment","","Abs_Persistent_Est_Previous_Pct","EstablishmentAbsence Abs_Persistent_Est_Previous_Pct","","","","EES","","","PupilAbsence","Absence","2024-2025","Previous","EstablishmentAbsence","Abs_Persistent_Est_Previous_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"Establishment","","Abs_Tot_Est_Previous_Pct","EstablishmentAbsence Abs_Tot_Est_Previous_Pct","","","","EES","","","PupilAbsence","Absence","2024-2025","Previous","EstablishmentAbsence","Abs_Tot_Est_Previous_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","",""," Establishment Absence - Previous2 (2023-24) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Establishment","","Abs_Persistent_Est_Previous2_Pct","EstablishmentAbsence Abs_Persistent_Est_Previous2_Pct","","","","EES","","","PupilAbsence","Absence","2023-2024","Previous2","EstablishmentAbsence","Abs_Persistent_Est_Previous2_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"Establishment","","Abs_Tot_Est_Previous2_Pct","EstablishmentAbsence Abs_Tot_Est_Previous2_Pct","","","","EES","","","PupilAbsence","Absence","2023-2024","Previous2","EstablishmentAbsence","Abs_Tot_Est_Previous2_Pct","double","percentage","Id","","","","","","","","","","","No","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","",""," Establishment KS2 Performance - Current (2025-26) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Establishment","","Id","EstablishmentPerformance Id","","","","EES","","","KS2_Performance","Performance","Current","Current","EstablishmentPerformance","Id","string","text","Id","","","","","","","","","","","No","","","",""
"Establishment","","LAId","EstablishmentPerformance LAId","","","","EES","","","KS2_Performance","Performance","Current","Current","EstablishmentPerformance","LAId","string","text","Id","","","","","","","","","","","No","","","",""
"Establishment","","LAName","EstablishmentPerformance LAName","","","","EES","","","KS2_Performance","Performance","Current","Current","EstablishmentPerformance","LAName","string","text","Id","","","","","","","","","","","No","","","",""
"Establishment","","RegionId","EstablishmentPerformance RegionId","","","","EES","","","KS2_Performance","Performance","Current","Current","EstablishmentPerformance","RegionId","string","text","Id","","","","","","","","","","","No","","","",""
"Establishment","","RegionName","EstablishmentPerformance RegionName","","","","EES","","","KS2_Performance","Performance","Current","Current","EstablishmentPerformance","RegionName","string","text","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_Tot_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_Tot_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_Tot_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_Boy_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_Boy_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_Boy_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_Grl_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_Grl_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_Grl_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_Dis_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_Dis_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_Dis_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_NDi_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_NDi_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_NDi_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_SENEHC_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_SENEHC_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_SENEHC_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_SENSup_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_SENSup_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_SENSup_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_NoSEN_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_NoSEN_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_NoSEN_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_EFL_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_EFL_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_EFL_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_EAL_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_EAL_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_EAL_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_NMo_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_NMo_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_NMo_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmExpected_Mob_Cohort_Est_Current_Num","EstablishmentPerformance RwmExpected_Mob_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmExpected_Mob_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmHigher_Tot_Cohort_Est_Current_Num","EstablishmentPerformance RwmHigher_Tot_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmHigher_Tot_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmHigher_Boy_Cohort_Est_Current_Num","EstablishmentPerformance RwmHigher_Boy_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmHigher_Boy_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmHigher_Grl_Cohort_Est_Current_Num","EstablishmentPerformance RwmHigher_Grl_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmHigher_Grl_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
"Establishment","","RwmHigher_Dis_Cohort_Est_Current_Num","EstablishmentPerformance RwmHigher_Dis_Cohort_Est_Current_Num","","","","EES","","","KS2_Performance","Performance","2025-2026","Current","EstablishmentPerformance","RwmHigher_Dis_Cohort_Est_Current_Num","double","number","Id","","","","","","","","","","","No","","","",""
