"Range","REF","PropertyName","PropertyDescription","PropertyDescriptionShort","PropertyFilter","PropertyFilterShort","Source","SectorCount","PublicCount","Type","Subtype","Year","YearDesc","File","Field","DataType","DataTypeAlt","RecordFilterBy","Filter","FilterValue","Filter2","Filter2Value","Filter3","Filter3Value","Filter4","Filter4Value","Filter5","Filter5Value","ShouldBeNormalised","NormalisedLookup","CompoundFields","ReturnMultipleRecords","IgnoreMapping"
"England","","AbsOverall_Tot_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_Tot_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_Tot_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_Boy_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_Boy_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_Boy_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_Grl_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_Grl_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_Grl_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_Dis_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_Dis_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_Dis_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_NDi_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_NDi_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_NDi_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_SENEHC_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_SENEHC_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_SENEHC_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_SENSup_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_SENSup_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_SENSup_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_NoSEN_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_NoSEN_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_NoSEN_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_EFL_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_EFL_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_EFL_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_EAL_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_EAL_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_EAL_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_NMo_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_NMo_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_NMo_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsOverall_Mob_Cohort_Eng_Previous_Num","EnglandPerformance AbsOverall_Mob_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsOverall_Mob_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_Tot_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_Tot_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_Tot_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_Boy_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_Boy_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_Boy_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_Grl_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_Grl_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_Grl_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_Dis_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_Dis_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_Dis_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_NDi_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_NDi_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_NDi_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_SENEHC_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_SENEHC_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_SENEHC_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_SENSup_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_SENSup_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_SENSup_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_NoSEN_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_NoSEN_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_NoSEN_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_EFL_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_EFL_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_EFL_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_EAL_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_EAL_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_EAL_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_NMo_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_NMo_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_NMo_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","AbsPersistent_Mob_Cohort_Eng_Previous_Num","EnglandPerformance AbsPersistent_Mob_Cohort_Eng_Previous_Num","","","","EES","","","KS2_Performance","Performance","2024-2025","Previous","EnglandPerformance","AbsPersistent_Mob_Cohort_Eng_Previous_Num","double","number","Id","","","","","","","","","","","No","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","",""," England KS2 Performance - Previous2 (2023-24) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"England","","RwmExpected_Tot_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_Tot_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_Tot_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_Boy_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_Boy_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_Boy_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_Grl_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_Grl_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_Grl_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_Dis_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_Dis_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_Dis_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_NDi_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_NDi_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_NDi_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_SENEHC_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_SENEHC_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_SENEHC_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_SENSup_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_SENSup_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_SENSup_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_NoSEN_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_NoSEN_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_NoSEN_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_EFL_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_EFL_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_EFL_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_EAL_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_EAL_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_EAL_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_NMo_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_NMo_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_NMo_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmExpected_Mob_Cohort_Eng_Previous2_Num","EnglandPerformance RwmExpected_Mob_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmExpected_Mob_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_Tot_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_Tot_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_Tot_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_Boy_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_Boy_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_Boy_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_Grl_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_Grl_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_Grl_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_Dis_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_Dis_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_Dis_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_NDi_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_NDi_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_NDi_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_SENEHC_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_SENEHC_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_SENEHC_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_SENSup_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_SENSup_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_SENSup_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_NoSEN_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_NoSEN_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_NoSEN_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_EFL_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_EFL_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_EFL_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_EAL_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_EAL_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_EAL_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_NMo_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_NMo_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_NMo_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","RwmHigher_Mob_Cohort_Eng_Previous2_Num","EnglandPerformance RwmHigher_Mob_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","RwmHigher_Mob_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_Tot_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_Tot_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_Tot_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_Boy_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_Boy_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_Boy_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_Grl_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_Grl_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_Grl_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_Dis_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_Dis_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_Dis_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_NDi_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_NDi_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_NDi_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_SENEHC_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_SENEHC_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_SENEHC_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_SENSup_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_SENSup_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_SENSup_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_NoSEN_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_NoSEN_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_NoSEN_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_EFL_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_EFL_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_EFL_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_EAL_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_EAL_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_EAL_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_NMo_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_NMo_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_NMo_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","ReadingScaledScore_Mob_Cohort_Eng_Previous2_Num","EnglandPerformance ReadingScaledScore_Mob_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","ReadingScaledScore_Mob_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_Tot_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_Tot_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_Tot_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_Boy_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_Boy_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_Boy_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_Grl_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_Grl_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_Grl_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_Dis_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_Dis_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_Dis_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_NDi_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_NDi_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_NDi_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_SENEHC_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_SENEHC_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_SENEHC_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_SENSup_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_SENSup_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_SENSup_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_NoSEN_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_NoSEN_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_NoSEN_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_EFL_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_EFL_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_EFL_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_EAL_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_EAL_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_EAL_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_NMo_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_NMo_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_NMo_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","MathsScaledScore_Mob_Cohort_Eng_Previous2_Num","EnglandPerformance MathsScaledScore_Mob_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","MathsScaledScore_Mob_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_Tot_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_Tot_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_Tot_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_Boy_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_Boy_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_Boy_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_Grl_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_Grl_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_Grl_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_Dis_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_Dis_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_Dis_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_NDi_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_NDi_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_NDi_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_SENEHC_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_SENEHC_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_SENEHC_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_SENSup_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_SENSup_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_SENSup_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_NoSEN_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_NoSEN_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_NoSEN_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_EFL_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_EFL_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_EFL_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_EAL_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_EAL_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_EAL_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
"England","","GpsExpected_NMo_Cohort_Eng_Previous2_Num","EnglandPerformance GpsExpected_NMo_Cohort_Eng_Previous2_Num","","","","EES","","","KS2_Performance","Performance","2023-2024","Previous2","EnglandPerformance","GpsExpected_NMo_Cohort_Eng_Previous2_Num","double","number","Id","","","","","","","","","","","No","","","",""
